UWI,Well Name,Province,Licence Date,Licence Number,Licensee (Parent),Licensee,Operator (Parent),Operator,Well Type (Detailed),Well Type (Simple),Well Profile,Lahee Class,Field,Pool,Formation,Oil Sands Deposit,Oil Sands Area,PSAC Region,Agent,Confidential,Confidential Release Date,Abandonment Date,Survey System,Surface Owner,Regulatory Agency,Unit Name,Unit ID,Unitized Well,Oprhan Well Flag,Status (Detailed),Status (Simple),Suspension Status,Months Since Volumetric Activity,Last Production Date,Last Injection Date,Non Compliance - Directive 13 Compliance Status,Non Compliance - Notes,Non Compliance - Downhole Operation Not Reported,Non Compliance - Failure Repair Not Submitted,Non Compliance - Inactive Greater Than 10 years,Non Compliance - Inspection Overdue,Non Compliance - Suspension Not Reported,Non Compliance - Incorrect Risk Class,Non Compliance - Inactive Reported as Reactivated,Spud Date,Completion Date,Final Drill Date,Rig Release Date,Ground Elevation,Total Depth (TD),Total Vertical Depth (TVD),Drilling Contractor,No. of Days Drilling,Meters Drilled per Day,Surface Longitude,Surface Latitude,Surface Location,Surface LSD,Surface Quarter Section,Surface Section,Surface Township,Surface Range,Surface Township Range,Surface Meridian,Surface Quarter Unit,Surface Unit,Surface Block,Surface NTS Map Sheet,Surface Series,Surface Area,Surface Sheet,Bottom Hole Location,Bottom Hole LSD,Bottom Hole QuarterSection,Bottom Hole Section,Bottom Hole Township,Bottom Hole Range,Bottom Hole TownshipRange,Bottom Hole Meridian,Bottom Hole QuarterUnit,Bottom Hole Unit,Bottom Hole Block,Bottom Hole NTS Map Sheet,Bottom Hole Series,Bottom Hole Area,Bottom Hole Sheet,Estimated LLR (Well),Estimated Liabilities (Well) (C$),Estimated Assets (Well) (C$),LLR Assessed Flag (Well),LLR Notes (Well),Abandoned Flag (Well),Estimated Abandonment Cost (Well) (C$),Reclaimed Flag (Well),Estimated Reclamation Cost (Well) (C$),Active Flag (Well),Completion Type (Well),New Well Flag (Well),Related UWIs (Licence),Estimated LLR (Licence),Estimated Liabilities (Licence) (C$),Estimated Assets (Licence) (C$),Estimated Abandonment Cost (Licence) (C$),Estimated Reclamation Cost (Licence) (C$),Abandonment Cost Area,Reclamation Cost Area,BGWP Required Flag (AB),Gas Migration Cost Required Flag (AB),Surface Casing Vent Flow Cost Required Flag (AB),Swab Well Flag (SK),Well Reclamation Exemption Flag (SK),Casing Required (m) (AB),Legacy Well Flag (BC),Reclamation Well Classification (BC),Current Production Month,Current Operating Days,Current Production - BOE (boe/d),Current Production - Oil (bbls/d),Current Production - Condensate (bbls/d),Current Production - Gas (MMcf/d),Current Production - Water (bbls/d),Current Injection - Gas (MMCf/d),Current Injection - Water (bbls/d),Current Injection - Steam (bbls/d),Cumulative Production - BOE (BOE),Cumulative Production - Oil (bbls),Cumulative Production - Condensate (bbls),Cumulative Production - Gas (MMcf),Cumulative Production - Water (bbls),Cumulative Injection - Gas (MMcf),Cumulative Injection - Water (bbls),Cumulative Injection - Steam (bbls),
"100082200316W402","D3EXP 8-20 HZ FERGUSON 8-22-3-16","Alberta","2013-06-19","0457624","Granite Oil Corp.","Granite Oil Corp.","Granite Oil Corp.","Granite Oil Corp.","Crude Oil","Oil","Horizontal","Development","Ferguson","Lower Banff-Exshaw-Big Valley B","Bakken","Not Applicable","Not Applicable","AB3 - Southeastern Alberta","Unspecified","Non-Confidential","2014-07-20","","DLS","Freehold","AER","","","No","No","Pumping","Active","Currently Producing","0","2018-03-31","","Not Applicable","No Notes Issued","No","No","No","No","No","No","No","2013-06-27","","2013-07-20","2013-07-25","1023.5","4420","1267.76","Savanna Drilling Corp.","23","192.17","-112.1148040000","49.2211320000","08-20-003-16-W4","08","SE","20","003","16","003-16-W4","W4","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","08-22-003-16-W4","08","SE","22","003","16","003-16-W4","W4","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","14.31","190984","2732869.25","Yes","LLR Assessed - Abandonment Required (Assets)","No","165734","No","25250","Active","Tubing and Rods","No","100052100316W400;100082200316W402","14.31","190984","2732869.25","165734","25250","Calgary/Edmonton","Grassland Area West","Yes","No","No","","","62.22","","","MAR 2018","30.96","68.17","52.08","0","0.0965","3.1","0","0","0","245419.16","217671.74","0","166.4846","14104.25","0","0","0"
"100152300316W402","D3EXP 14-21 HZ FERGUSON 15-23-3-16","Alberta","2013-03-13","0456014","Granite Oil Corp.","Granite Oil Corp.","Granite Oil Corp.","Granite Oil Corp.","Crude Oil","Oil","Horizontal","Development","Ferguson","Lower Banff-Exshaw-Big Valley B","Bakken","Not Applicable","Not Applicable","AB3 - Southeastern Alberta","Unspecified","Non-Confidential","2014-04-24","","DLS","Freehold","AER","","","No","No","Pumping","Active","Currently Producing","0","2018-03-31","","Not Applicable","No Notes Issued","No","No","No","No","No","No","No","2013-03-29","","2013-04-24","2013-04-28","1016.6","4650","1269.78","Precision Drilling Corporation","26","178.85","-112.1034270000","49.2309010000","14-21-003-16-W4","14","NW","21","003","16","003-16-W4","W4","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","15-23-003-16-W4","15","NE","23","003","16","003-16-W4","W4","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","21.53","190984","4111360.29","Yes","LLR Assessed - Abandonment Required (Assets)","No","165734","No","25250","Active","Tubing and Rods","No","100142100316W400;100152300316W402","21.53","190984","4111360.29","165734","25250","Calgary/Edmonton","Grassland Area West","Yes","No","No","","","67.28","","","MAR 2018","30.96","99.73","70.59","0","0.1749","3.51","0","0","0","399420.45","346646.6","0","316.6431","18264.32","0","0","0"
"100151600317W400","D3EXP 4B-23 HZ FERGUSON 15-16-3-17","Alberta","2013-05-06","0456722","Granite Oil Corp.","Granite Oil Corp.","Granite Oil Corp.","Granite Oil Corp.","Crude Oil","Oil","Horizontal","Development","Ferguson","Lower Banff-Exshaw-Big Valley B","Bakken","Not Applicable","Not Applicable","AB3 - Southeastern Alberta","Unspecified","Non-Confidential","2014-08-09","","DLS","Freehold","AER","","","No","No","Pumping","Active","Currently Producing","0","2018-03-31","","Not Applicable","No Notes Issued","No","No","No","No","No","No","No","2013-07-27","","2013-08-09","2013-08-11","1078","3685","1319.2","Savanna Drilling Corp.","13","283.46","-112.2017840000","49.2178860000","04-23-003-17-W4","04","SW","23","003","17","003-17-W4","W4","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","15-16-003-17-W4","15","NE","16","003","17","003-17-W4","W4","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","17.13","144696","2479044.36","Yes","LLR Assessed - Abandonment Required (Assets)","No","119446","No","25250","Active","Tubing and Rods","No","100151600317W400","17.13","144696","2479044.36","119446","25250","Calgary/Edmonton","Grassland Area West","No","No","No","","","0","","","MAR 2018","30.96","82.65","47.62","0","0.2102","2.86","0","0","0","203823.89","152019.43","0","310.8267","11493.98","0","0","0"
"100121800317W400","D3EXP 5B-16 HZ FERGUSON 12-18-3-17","Alberta","2012-09-24","0448659","Granite Oil Corp.","Granite Oil Corp.","Granite Oil Corp.","Granite Oil Corp.","Crude Oil","Oil","Horizontal","Development","Ferguson","Lower Banff-Exshaw-Big Valley B","Bakken","Not Applicable","Not Applicable","AB3 - Southeastern Alberta","Unspecified","Non-Confidential","2014-03-23","","DLS","Freehold","AER","","","No","No","Pumping","Active","Currently Producing","0","2018-03-31","","Not Applicable","No Notes Issued","No","No","No","No","No","No","No","2013-02-27","","2013-03-23","2013-03-27","1122","4779","1361.73","Precision Drilling Corporation","24","199.13","-112.2448800000","49.2097330000","05-16-003-17-W4","05","SW","16","003","17","003-17-W4","W4","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","12-18-003-17-W4","12","NW","18","003","17","003-17-W4","W4","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","13.27","144696","1919579.51","Yes","LLR Assessed - Abandonment Required (Assets)","No","119446","No","25250","Active","Tubing and Rods","No","100121800317W400","13.27","144696","1919579.51","119446","25250","Calgary/Edmonton","Grassland Area West","No","No","No","","","0","","","MAR 2018","30.96","52.67","23.35","0","0.1759","9.6","0","0","0","130034.28","87133.86","0","257.4025","41697.6","0","0","0"
"100042700317W400","D3EXP 4-26 HZ FERGUSON 4-27-3-17","Alberta","2012-08-24","0447991","Granite Oil Corp.","Granite Oil Corp.","Granite Oil Corp.","Granite Oil Corp.","Crude Oil","Oil","Horizontal","Development","Ferguson","Lower Banff-Exshaw-Big Valley B","Bakken","Not Applicable","Not Applicable","AB3 - Southeastern Alberta","Unspecified","Non-Confidential","2013-09-14","","DLS","Freehold","AER","","","No","No","Pumping","Active","Currently Producing","0","2018-03-31","","Not Applicable","No Notes Issued","No","No","No","No","No","No","No","2012-09-02","","2012-09-14","2012-09-16","1056.5","3105","1300.69","David Thompson Health Region","12","258.75","-112.1982670000","49.2325460000","04-26-003-17-W4","04","SW","26","003","17","003-17-W4","W4","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","04-27-003-17-W4","04","SW","27","003","17","003-17-W4","W4","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","12.93","144696","1871062.9","Yes","LLR Assessed - Abandonment Required (Assets)","No","119446","No","25250","Active","Tubing and Rods","No","100042700317W400","12.93","144696","1871062.9","119446","25250","Calgary/Edmonton","Grassland Area West","No","No","No","","","0","","","MAR 2018","30.96","52.23","41.35","0","0.0653","6.13","0","0","0","117511.3","93469.57","0","144.2504","31703.11","0","0","0"
"100092900425W403","TAC NINSTO 15-21-4-25","Alberta","2011-06-16","0434386","Tamarack Valley Energy Ltd.","Tamarack Acquisition Corp.","Tamarack Valley Energy Ltd.","Tamarack Acquisition Corp.","Crude Oil","Oil","Horizontal","New Pool Wildcat","Ninastoko","Lower Banff-Exshaw-Big Valley B","Wabamun","Not Applicable","Not Applicable","AB2 - Foothills Front","Unspecified","Non-Confidential","2012-10-17","","DLS","Freehold","AER","","","No","No","Flowing","Active","Currently Producing","0","2018-03-31","","Not Applicable","No Notes Issued","No","No","No","No","No","No","No","2011-08-30","","2011-10-17","2011-10-21","1115.8","4306","2854.69","Trinidad Drilling Ltd.","48","89.71","-113.3076990000","49.3191800000","15-21-004-25-W4","15","NE","21","004","25","004-25-W4","W4","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","09-29-004-25-W4","09","NE","29","004","25","004-25-W4","W4","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","18.41","144696","2663541.27","Yes","LLR Assessed - Abandonment Required (Assets)","No","119446","No","25250","Active","Tubing and Rods","No","100152100425W400;100152100425W402;100092900425W403","18.41","144696","2663541.27","119446","25250","Calgary/Edmonton","Grassland Area West","No","No","No","","","0","","","MAR 2018","30.96","71.58","51.13","0","0.1227","0.49","0","0","0","303722.21","215693.6","0","528.1717","30416.21","0","0","0"
"100060800514W400","JOURNEY HZ CONRAD 6-8-5-14","Alberta","2010-11-17","0425893","Journey Energy Inc.","Journey Energy Inc.","Journey Energy Inc.","Journey Energy Inc.","Crude Oil","Oil","Horizontal","Development","Conrad","Sawtooth D","Sawtooth","Not Applicable","Not Applicable","AB3 - Southeastern Alberta","Unspecified","Non-Confidential","2011-12-21","","DLS","Freehold","AER","","","No","No","Pumping","Active","Currently Producing","0","2018-03-31","","Not Applicable","No Notes Issued","No","No","No","No","No","No","No","2010-12-06","","2010-12-21","2010-12-23","910.6","2195","911.08","Savanna Drilling Corp.","15","146.33","-111.8524370000","49.3785600000","02-17-005-14-W4","02","SE","17","005","14","005-14-W4","W4","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","06-08-005-14-W4","06","SW","08","005","14","005-14-W4","W4","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","13.52","261315","3534139.72","Yes","LLR Assessed - Abandonment Required (Assets)","No","244815","No","16500","Active","Tubing and Rods","No","100060800514W400","13.52","261315","3534139.72","244815","16500","Medicine Hat","Grassland Area East","No","No","Yes","","","0","","","MAR 2018","27.21","90.19","89.96","0","0.0014","63.83","0","0","0","82917.43","82609.6","0","1.847","18265.58","0","0","0"
"102120800916W400","BLACKSPUR 102 TABER 12-8-9-16","Alberta","2010-11-05","0425570","Canadian Natural Resources Limited","Canadian Natural Resources Limited","Canadian Natural Resources Limited","Canadian Natural Resources Limited","Crude Oil","Oil","Horizontal","Development","Taber","Taber UU","Taber","Not Applicable","Not Applicable","AB3 - Southeastern Alberta","Unspecified","Non-Confidential","","","DLS","Freehold","AER","","","No","No","Pumping","Active","Currently Producing","0","2018-03-31","","Not Applicable","No Notes Issued","No","No","No","No","No","No","No","2010-11-25","","2010-12-04","2010-12-04","831","1629","953.5","Excalibur Drilling Ltd","9","181","-112.1470480000","49.7136700000","04-08-009-16-W4","04","SW","08","009","16","009-16-W4","W4","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","12-08-009-16-W4","12","NW","08","009","16","009-16-W4","W4","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","17.47","128043","2237075.21","Yes","LLR Assessed - Abandonment Required (Assets)","No","102793","No","25250","Active","Tubing and Rods","No","102120800916W402;102120800916W400","17.03","131368","2237075.21","106118","25250","Calgary/Edmonton","Grassland Area West","Yes","No","No","","","318.81","","","MAR 2018","30.88","52.55","51.88","0","0.004","171.1","0","0","0","76120.09","75116.57","0","6.0212","114990.75","0","0","0"
"100032600927W403","TORC HZ AMELIA 3-26-9-27","Alberta","2011-10-11","0437566","TORC Oil & Gas Ltd.","Torc Oil & Gas Ltd.","TORC Oil & Gas Ltd.","TORC Oil & Gas Ltd.","Crude Oil","Oil","Horizontal","New Pool Wildcat","Amelia","Lower Banff-Exshaw-Big Valley C","Big Valley","Not Applicable","Not Applicable","AB2 - Foothills Front","Unspecified","Non-Confidential","2013-11-04","","DLS","Freehold","AER","","","No","No","Flowing","Active","Currently Producing","0","2018-03-31","","Not Applicable","No Notes Issued","No","No","No","No","No","No","No","2012-10-13","","2012-11-04","2012-11-12","977.2","4422","2969.57","Trinidad Drilling Ltd.","22","201","-113.5706940000","49.7719510000","01-34-009-27-W4","01","SE","34","009","27","009-27-W4","W4","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","03-26-009-27-W4","03","SW","26","009","27","009-27-W4","W4","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","5.16","144696","746467.09","Yes","LLR Assessed - Abandonment Required (Assets)","No","119446","No","25250","Active","Tubing and Rods","No","100032600927W402;100013400927W400;100032600927W403","5.16","144696","746467.09","119446","25250","Calgary/Edmonton","Grassland Area West","No","No","No","","","0","","","MAR 2018","10.92","52.82","34.01","0","0.1129","0","0","0","0","64410.14","45745.09","0","111.9903","0","0","0","0"
"104153301205W400","ENERPLUS CORP 104  MEDHAT 15-33-12-5","Alberta","2012-05-14","0445844","Enerplus Corporation","Enerplus Corporation","Enerplus Corporation","Enerplus Corporation","Crude Oil","Oil","Horizontal","Development","Medicine Hat","Glauconitic C","Glauconitic","Not Applicable","Not Applicable","AB3 - Southeastern Alberta","Unspecified","Non-Confidential","","","DLS","Freehold","AER","MEDICINE HAT GLAUCONITIC C" EAST UNIT"","AB UN 086       828","Yes","No","Pumping","Active","Currently Producing","0","2018-03-31","","Not Applicable","No Notes Issued","No","No","No","No","No","No","No","2012-06-13","","2012-06-19","2012-06-21","748.1","1710","862.44","Quintera Drilling Ltd.","6","285","-110.6162500000","50.0461430000","13-34-012-05-W4","13","NW","34","012","05","012-05-W4","W4","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","15-33-012-05-W4","15","NE","33","012","05","012-05-W4","W4","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","26.69","66727","1780721.13","Yes","LLR Assessed - Abandonment Required (Assets)","No","50227","No","16500","Active","Tubing and Rods","No","104153301205W400","26.69","66727","1780721.13","50227","16500","Medicine Hat","Grassland Area East","No","No","No","","","0","","","MAR 2018","30.96","71.56","69.49","0","0.0124","1523.13","0","0","0","113797.97","112310.04","0","8.9276","2236976.18","0","0","0"
